,Sample name,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo
34342,,,,,,,,,,,,,265603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128510,,,,,
34331,,,,,,,,,,,,,,,,,,,,,,,,841347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34329,,,,,,,,353805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34328,,,,,,,,,,,,,,,,,,,,,,,459548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34325,,,,,,,,,,,,,,,,1387240,,,,,,,,,,,,,,,,,,,,1806590,,,,,,,,,,,,,,,,,,,,,,,,,
34324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821973,,,,,,,,,,,,,,,,,,,,,,,,,,
34321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254631,,,,,,,,,293607,,2043320,,,,
34320,,,,,,,,,,,,,,,502800,,2291450,,1029390,,,,,,,,,,,,,,,,,,2781240,,1157030,,,,,,,,,,,,,,,,,,,,,,
34319,,,,,,,,,,,,,,,,,,1995890,,478619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688190,,,
34318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277050,,,,,,,,,,,,,,,,,,,,,,649313,
34317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812447,,
34288,,,,,546944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34286,,,,,,,,,,,,,,,615079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34283,,,,,,,,,,,,,,,,1202010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933810,,,,,
34281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411060,,,,,,,,,,,,,,,,,,,437149,,,,,,1190530
34280,,,,,,,,,,,,,,,,,,,,2215710,793079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551760,,,,
34279,,,,,,,,,,,,,,,,,1722260,3268010,3077340,,,,,,,,,,,,,,,,,,2103600,3577440,3797180,2299710,1139110,,,,,,,,,,,,,,,,,,2456540,1766470,
34278,,,643725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430880,,,
34277,,,,,,,,,,,,,,,,,,,,,,,,,,,398829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34270,,866016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428393,,,,,,
34259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833380,,,,,,,,,,,,,,,,,,,,1692920,,,
34258,,,,,,,,,,,,,,,,,,2053500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34248,,,,,,,,,,,,,,,,,,,,,,,,,,,469259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538666,,,,,,,,,,,,,,,,,
34245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3038490,,,,,,,,,,,,,,,,,,,,2932400,,,,
34244,,,,,,,,,,,,,,,,4319950,2988880,,,,,,,,,,,,,,,,,,984660,,,,,,,,,,,,,,,,,,,,,,,,,,
34243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050460,,,,,,,,,,,,,,,,,,,,3049720,,,,,
34242,,,,,,,,,,,,,,,794867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448961,,,,,,
34216,,,,,,,,,,,,,,,678680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34210,,,,,,,,,,,,,,,,,,,,,1164000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167490,,,,,,,,,,,,,,,,,,,,
34207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842090,,,,,,,,,,,,,,,,,,,,2317000,832341
34206,,,,,,,,,,,,,,,,,,,,2404830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874380,,
34205,,,,,,,,,,,,,,,,,,,5840080,,,,,,,,,,,,,,,,,,,,6366230,,,,,,,,,,,,,,,,,,,,,,
34204,,,,,,,,,,,,,,,,,,9910140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7998030,,,
34203,,,,,,,,,,,,,,,,3056820,10080400,,,,,,,,,,,,,,,,,,,,13112500,10842800,,,,,,,,,,,,,,,,,,,9071070,,,,
34202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922310,,,,,,,,,,,310282,,,,,,,,,1649540,,,,,
34195,,,,,,,,,,,,,,,586896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636608,,,,,,,,,,,,,,,,,,,,,,,,,,
34182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639182,,,,,,
34181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353320,
34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242304,,,,,,,,,,,
34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758733,,,,,,,,,,,,,,,,,,,,,,
34176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524287,,
34175,,,,,,,,,,,,,,,,,,,762599,,,,,,,,,,,,,,,,,,,1538430,,,,,,,,,,,,,,,,,,,,,,,223901
34174,,,,,,,,,,,,,,,,,843520,1498060,,,,,,,,,,,,,,,,,,,1011670,,,,,,,,,,,,,,,,,,,,936295,1222490,,,
34172,,,,,,,,,,,,,,,,,,,,652364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34170,,,,,,,,,,,,,,,1016220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125070,,,,,,,,,,,,,,,,,,,,,,,,,,
34165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357182,,,,,,,,,,,,,,,,,,,,,
34164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326336,,,,,,,,,,,,,,,,,,,,,,,,,,,
34158,,,,,,,,,,,,,,448074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012870,,,,,
34155,,,,,,,,,,,,,,,,1567870,,,,,,,,,,,,,,,,,,,,1233270,,,,,,,,,,,,,,,,,,,,,,,,,
34138,,,,,,,,,,,,,,,,,,,,,,,,,,,,355245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198100,
34135,,,,,,,,,,,,,,,,,,2689520,,,,,,,,,,,,,,,,,,,1940050,,,,,,,,,,,,,,,,,,,,,,,,
34134,,,,,,,,,,,,,,,,,,,2713860,,,,,,,,,,,,,,,,,,,,,1674030,805102,,,,,,,,,,,,,,,,,,1973430,,
34133,,,,,,,,,,,,,,,,,,,,1634080,884707,,,,,,,,,,,,,,,,,3325960,2779910,,,,,,,,,,,,,,,,,,,2241880,,,703584
34131,,,,,,,,,,,,,293295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34129,,,,,,,,,,,,,,,,4751350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3874820,,,,,
34128,,,,,,,,,,,,,,,2829810,,,,,,,,,,,,,,,,,,,,3119230,4877000,,,,,,,,,,,,,,,,,,,1593780,,,,,,
34127,,,,,,,,,,,,,,353242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34118,,,,,,,,,,,,,,,,,,,,,,,,,,,445293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625450,,,,
34114,,,,,,,,,,,,,,,,,3239520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530840,,,,,,,,,,,,,,,,,,,,,,,431148,
34112,,,,,,,,,,,,,,,,,,2233370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725050,748075,,
34107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359575,,,,,,,,,,,,,,,,,,,,238298,,,,,,,
34102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532324,,,,,,
34101,,,,,,,,,,,,,,,,1762990,,,,,,,,,,,,,,,,,,,,2147140,,,,,,,,,,,,,,,,,,,,,,,,,
34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268576,,,,,,,,,,,,,,,,,,,
34098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981722,,,,,
34089,,,,,,,,,,,,,507029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280617,,,,,,,,,,,,,,,,,,,
34080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251356,784352,,,,,,
34078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511761,,,,,,,,,,,,,,,,,,,,,,,,,,,
34077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241370,,,,,,,,,,,,,,,,,,,,,,,,,,
34075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402792,,,,,,,,,,,,,,,,,,,,
34073,,,,,,,,,,,,,,,1141920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936650,,,,,
34068,,,,,,,,,,,,,,,,1164660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921654,,,,,,,,,,,,,,,,,,,,,,,,,437294
34062,,,,,,,,,,,,,,,,,,,,1690970,528829,,,,,,,,,,,,,,,,,,,,,,,,,,335585,,,,,,,,,,,,,1419750,
34061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303270,,,,,,,,,,,,,,,,,,,,,
34060,,,,,,,,,,,,,,,,,,,4603640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900900,,
34059,,,,,,,,,,,,,,,,,5176750,9035550,,,,,,,,,,,,,,,,,,,6882940,10127100,5130050,,,,,,,,,,,,,,,,,,4519350,7235010,,,
34040,,,,,,,,,,,,,,,3467010,7581080,,,,,,,,,,,,,,,,,,,,9133000,,,,,,,,,,,,,,,,,,,2156710,6774490,,,,,
34039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4413740,,,,,,,,,,,,,,,,,,,,,,,,,,
34038,,,,,,,,,,,,,,,,,2846870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669990,,,,
34037,,,,,,,,,,,,,,517243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415305,,,,,,,
34035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616231,,,,,,,,,,,,,,,,,,,,,,,,,,,
34032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894103,,,
34030,,,,,,,,,,,,,,,,,,1167370,585248,,,,,,,,,,,,,,,,,,,,634473,,,,,,,,,,,,,,,,,,,,612911,,
34028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866540,,339213,,,,,,,,,,,,,,,,,,,,,
34022,,,,660883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34017,,,,,,,,,,,,,362802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234813
33997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873536,,,,,,,,,,,,,,,,,,,,,,,,,,,
33995,,,,,,,,,,,,,316459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753003,,,,,,,
33993,,,,,,,,,,,,,,824761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439920,,,,,,
33992,,,,,,,,,,,,,,,1899460,,,,,,,,,,,,,,,,,,,,2419690,,,,,,,,,,,,,,,,,,,,,,,,,,
33991,,,,,,,,,,,,,,,,,,,,1252920,295322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33988,,,,,,,,,,,,,,,,,,,1842190,,,,,,,,,,,,,,,,,,,,,832448,,,,,,,,,,,,,,,,,,,1798480,1099090,
33987,,,,,,,,,,,,,,,,3954180,,3478370,,,,,,,,,,,,,,,,,,4987530,,3836630,2127330,,,,,,,,,,,,,,,,,,,2619320,,,
33986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6296890,,,,,,,,,,,,,,,,,,,3350290,,,,,
33985,,,,,,,,,,,,,,,,,5628050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4791120,,,,
33965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878590,,,,,,,,,,,,,,,,,,,,,,,
33963,,,,,,,,,,,,,,,,,,1406300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503233,,,,,,,,,,,,,,,,,,,,,
33957,,,,,,,,,,,,,,606276,,,,,789929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432905,,,,,,,
33955,,,,,,,,,,,,,,,,,2810660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371810,,,,,,,,,,,,,,,,,,,,2291490,1066770,,386502,
33953,,,,,,,,,,,,,,,4880800,6712890,,,,,,,,,,,,,,,,,,,6073940,7562950,,,,,,,,,,,,,,,,,,,2979920,5997090,,,,,
33952,,,,,,,,,,,,,,,,,,,,443888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847316,,,,,,,,,,,,,,,,,,,,,,,,,,,
33925,,,,,,,,,,,,,,,,,,,,,512030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460641
33918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171060,,,,,,,,,,,,,,,,,,,,,
33917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729133,,,,,,1129590,
33915,,,,,,,,,,,,,,,,,,,,1233550,,,,,,,,,,,,,,887153,,,,,3496000,,,,,,,,,,,,,,,,920021,,,,,,
33914,,,,,,,,,,,,,,926913,,,,6057600,3103640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215060,,
33913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7035990,,,,,,,,,,,,,,,,,,,,4507230,,,
33912,,,,,,,,,,,,,,,,,9242050,,,,,,,,,,,,,,,,,,1656270,7952020,10160300,,,,,,,,,,,,,,,,,,,4355170,7684220,,,,
33911,,,,,,,,,,,,,,,1246000,6315130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211205,,,,,,,,
33890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640535,,,
33887,,,,,,,,,,,,,,,,,,,534205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006110,,,,,,,,,,,,,,,,,,,,,,,
33881,,,,,,,,,,,,,,,2546570,,,,,,,,,,,560062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552577,,,,,,,,,,,,,,,,2061270,,,,,,
33879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075040,,,,,,,,,,,,,,,,,,,,,,,,,,,
33878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035210,,,,,,,,,,,,,,,,,,,,,,,,,,
33877,,,,,,,,,,,,,,1810280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260827,1201690,,,,,,,
33874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33870,,,,,,,,,,,,,,,,,,,,515329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33865,,,,,,,,,,,,,,,,,,,,,,,666694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211775,,,,,,,,,,,,
33849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335493,,,,,,,,,,,,,,,,
33847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217848
33845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435920,,,,,,,,,,,,,,,,,,,,,
33844,,,,,,,,,,,,,,,,,,,,826671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514106,
33843,,,,,,,,,,,,,,,,,,,1575410,,,,,,,,,,,,,,,,,,,,1662380,,,,,,,,,,,,,,,,,,,,1170070,,
33842,,,,,,,,,,,,,,,,,,3468660,,,,,,,,,,,,,,,,,,,,4116340,,,,,,,,,,,,,,,,,,,,,,,
33841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918610,,,
33840,,,,,,,,,,,,,,,,,5592810,,,,,,,,,,,,,,,,,,,,6205910,,,,,,,,,,,,,,,,,,,,5223920,,,,
33839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33838,,,,,,,,,,,,,,,11903700,12404500,,,,,,,,,,,,,,,,,,,14964800,13244400,,,,,,,,,,,,,,,,,214902,,8560800,11133400,,,,,
33836,,,,,,,,,,,,,512805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33835,,,,,,,,,,,,,,1746910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135670,,,,,,,
33833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708030,,,,,,,,,,,,,,,,,,,,,,,,,,,
33824,,,,,,528077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075910,,,,,,,,,,,,,,,,,,,,,,,
33812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492916,,
33811,,,,,,,,,,,,,,,,,,1161330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228740,793852,,,
33809,,,,,,,,,,,,,,,,,2599490,,,,,,,,,,,,,,,,,,,,2554320,,,,,,,,,,,,,,,,,,,,,,,,
33808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320960,,,,,,,,,,,,,,,,,,,,,,,,,
33807,,,,,,,,,,,,,,,,3635330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140160,,,,,
33802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399100,,,,,,,,,,,,,,,,,,,,,
33793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472393,,,,,,,,
33790,,,,,,,,,,,,,,,3306340,,,,,,,,,,,,,,,,,,,,3156480,,,,,,,,,,,,,,,,,,,,,,,,,,
33789,,,,,,,,,,,,,712152,3873500,,,,,,,,,,,,,,,,,,,1143250,4114530,,,,,,,,,,,,,,,,,,,,2417950,2790710,,,,,,
33781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265665,,,,,,,,,,,,,,,,,,,,
33778,,,,,,,,,,,,,,,,,,,,646854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629566,
